ID,Price_pred
2665,1473006.535312795
6511,3132690.932831831
3180,1509163.1868915716
4079,2981922.323008524
7372,3808322.393832182
10509,1528285.2527282306
3302,2263376.141819591
10714,1750750.5837747548
1794,1494500.796834457
6467,1939776.448318439
10015,2153400.9163051755
12005,2296182.5594839114
11832,1492707.8658499701
7524,2138437.2130718506
680,2725844.389777638
376,3994761.2152108634
8563,2299612.6220270703
2826,1045107.9933968973
11426,3420587.1808280353
6426,2593153.920527199
649,3639192.641803701
2190,2056346.4080101962
11071,2668661.0162346745
738,915829.5299220787
3915,2982409.3104456593
2056,1587326.0478878017
11297,2083473.870116268
2113,2073940.576703616
1235,1061627.7902058086
12351,2530024.8746232153
995,959477.813325003
857,1739080.0375637596
1559,1694623.0389640573
7580,2554472.7989964387
716,980319.2558571834
3161,2259805.518250557
6287,2803787.8330442924
3061,1510532.1217269395
2715,2020935.9957934138
8652,3080964.0600498896
8978,1644185.7033560628
11641,4459169.949444749
4811,2428529.8402942712
132,2676499.7269919473
3930,2105978.923764704
12963,3680240.3571748897
3625,1038224.4088555269
2256,1466472.3072563328
11883,1815241.1430175195
1393,3512192.679780359
778,2496203.964208445
333,1053697.2205031808
2259,1374616.9039869334
4898,3640887.838109595
975,1078669.6026410824
2130,2673015.4506539255
12336,2395577.9621440712
12354,3566797.958342749
1707,1122123.8942578784
432,1864043.6208962454
1815,1732282.3893143376
12357,2124011.947824236
11140,3599694.162293138
9197,1552049.7239342183
10500,3587575.5095371357
12701,2466189.3743930534
12111,3026866.9381622365
11150,1772763.6741963506
1933,2962332.140708205
4617,4356248.606625029
12312,3001950.698671661
7129,2263541.3858839623
5744,3179829.4449057924
3903,2921981.285263378
3017,3189948.399508416
8723,3763089.9731569313
3629,1878203.0069267096
2638,1062003.3415988118
1632,1554705.4864499976
3922,1632165.7727596778
2216,1054198.7021524517
5267,4417450.649961152
11091,1440382.1004736247
4964,2762338.07761698
678,1489672.2836750813
4678,1316932.8663572564
9836,1774622.4826935418
8905,2852662.5458815307
3150,1124913.1036278268
1805,2558182.3238457507
11262,1916898.5003403588
8024,3108608.379919971
12988,1570227.654873865
1611,1383289.844310692
3466,1346692.1310816205
2127,1478498.090775448
497,3388622.6522087427
1647,1082985.2639181889
2848,1046832.2492170731
293,1692604.8162422988
7256,2569380.2042844216
9063,1662865.7941001423
6441,2634493.004257669
47,2795476.8139689206
5323,1328800.7526496213
6487,1676848.1508079856
1948,2044540.838905781
1659,2405474.7920866664
1213,1403342.6749649027
11663,3242458.929191123
3954,3127862.209043447
724,2128989.3900894267
1930,1603718.602471489
7833,1118965.3799031423
814,1926407.410627029
12190,1660023.6451199527
4080,1932759.3652470452
11344,2705452.0829034434
272,1402194.78348845
10180,1040068.9051766746
6099,3219889.631068063
5797,1834786.740657596
7476,2711125.5082623092
833,2460283.7587928665
5545,2535417.1741479216
630,2228795.5431378246
1502,1451711.2525181544
12148,1925120.776818932
1605,1566720.2314124624
2365,1257160.056213848
12494,1901015.5726204326
6244,2590937.8196020527
3130,1381867.1446555634
1870,1624746.416326257
10144,1473014.795209867
3752,1071440.4661561088
5798,3669895.0674067163
1765,1599879.5644267327
11929,4014853.7711910526
3241,2635496.8291666713
8324,3253593.502674785
2688,1099892.3996373198
2912,2037289.7310254776
6742,4293383.829478946
2694,2347292.1468091724
5237,1165193.9285891822
9138,3081753.9368121973
1773,1510655.9048684856
3607,1709615.3751714807
3968,1866394.4394840656
1140,2202040.8246800667
9624,1383112.2643284886
8311,2176172.255258402
202,3700176.9267014586
2982,1064909.9602472861
180,2166625.8543086043
3157,1375424.419649756
2959,1923234.6801184097
1436,1590324.7322986743
10813,3698088.912888446
7478,2274351.6836453876
10467,2882357.721808267
5901,3261340.1264871885
5981,1629430.9089477246
8065,3486212.6299400153
190,1305908.0146231
6240,2366544.9248340325
1935,3561228.2894070963
2952,1303596.9213073028
8170,2116536.7790050926
710,1491926.222019658
667,1409890.1364359274
543,4384997.314549036
3688,1001820.4113172522
3302,1912145.8406581304
664,1186707.8832085142
7706,2380417.452672605
2076,2425275.401742454
2500,3924882.120839064
2020,1635747.4523706918
1913,1404432.330859343
3160,3161012.5569664827
11817,1556040.0185027053
5955,1811956.3876959851
4195,1575660.6785704484
939,2620889.717489687
7386,1801572.0752565183
12448,1991853.6416325455
163,1413054.210830423
831,1797686.8059333018
1634,1768470.461618037
495,1368600.484204374
3411,1800250.0718456807
8095,1780259.6448467895
2251,1426847.1277064339
1891,1551061.309861497
7473,2360562.980270513
8557,1634616.7054729701
5766,1923769.8699626047
9849,1963245.997626582
12269,2386232.315497846
5402,2994766.380671196
3601,1890018.2429601057
9895,1215324.0087356071
3909,1225622.1368660768
10595,2196116.450477455
460,3284036.2326726727
2883,900766.3408354073
2405,1295181.1269392946
2969,1703066.1135240484
268,1452346.863924681
558,2740970.2338150227
10556,1584826.4722219207
5476,2156829.710869505
8017,1705623.8530181863
4865,2092207.0741488673
11378,2165721.53870829
1364,2994649.8853583634
3185,1798227.6351710926
12622,1411574.4502854727
1135,1562062.9332424216
505,2959022.465784903
6459,1985406.9234081442
10303,2276007.826176485
11899,1499429.151775851
3116,1022385.9143304507
10073,2617683.561272181
3393,1251424.108656388
860,2257514.002272782
2410,1817543.5109496524
5662,2611978.716218817
2210,1628303.1025758751
500,2705992.270531899
1487,1618282.7334769175
1971,1441891.105971671
9792,3457291.0835345034
1768,1688619.8120305445
1871,1054118.69935662
12803,2261467.703201481
3923,1775707.6307290324
431,1165302.7432604963
3151,1444526.3417573292
4653,2722922.1761223013
9918,4050978.5124844825
134,3667690.4793953523
6377,3271604.3707437254
3233,3193228.24062215
1580,1096105.4463772092
3384,2183681.453096582
7289,4550857.259850121
9381,1593214.9537146653
12592,2800836.056234318
587,1823383.9786165007
7607,2952227.662370257
6963,2460572.3036516523
8521,3236012.2299982505
10499,2900578.649665745
12036,2372116.89390724
7020,2573816.421382762
8743,3253019.2494695336
12157,1986126.1428500763
11239,1829250.539162206
3663,3044065.5668207505
9637,3136107.3878984163
8276,1747024.7886004902
3010,4664338.149521375
2409,1699541.581922186
6257,1794260.451910874
2017,1529206.8872578468
12678,3214772.4024571446
6112,3782278.8576088306
2189,1151280.6644763981
1080,1743362.365707837
2690,1503442.4417437895
6163,2357677.393375724
5107,1807797.7344815019
322,1096614.0928462048
6522,3217394.335450071
2068,3076921.7826224975
3792,1004458.8013564828
2882,2305517.941642635
5589,1554689.212210405
5400,1568812.8719314947
2114,2494018.3744702083
111,2628773.5899073184
4343,4042291.599497987
1712,3099424.1765517653
548,602942.8037062995
3872,1143214.659762919
7453,1593703.697045065
3551,3030797.8271360374
2332,1627357.2437755298
1934,2218788.1416707337
9736,1797907.8534063436
1182,3406807.7992752036
508,1425566.279299091
11486,3248089.1996405274
8871,2543398.780446815
2011,1725871.5042846985
4175,967039.3394349357
1323,1449576.991501727
10789,2834838.1248239237
6130,2488390.4939367226
435,2686898.648799275
10805,1786304.183561152
3055,1834007.55968126
6164,2253026.586131482
5656,2554681.5841514915
7336,2649218.1326061315
4469,1906918.7340194557
2136,1522759.5756302485
5535,3214624.0504604364
1231,2851385.9618971036
11272,3062198.3469814467
1021,1201709.489715489
2761,1734420.9885563308
4704,2011856.059017405
2705,1346933.0164551486
435,2755913.121910319
7989,3360517.113085208
2544,1489536.6316613106
3767,1389920.0696137373
7294,1962288.8990336847
11474,1500655.9723809336
2330,1937855.5620058046
6619,1454434.4466670637
6490,2916761.7775689475
63,2332361.2617995045
967,3241456.2754615494
9740,2472866.4921594686
1763,2152769.4621149763
9782,2257392.3102223724
2731,1392444.3399828118
343,1709735.633944306
561,1478930.5254756536
6501,1792761.8845913312
10554,1095622.7494891458
2074,1134835.1130849088
12584,3390991.5223586108
1873,2243464.9724947624
1213,1079284.9591437983
5906,2879962.5829020045
3139,1092275.2893808067
4940,2891467.156258833
2446,1927267.0492425878
835,1115585.6901982846
10184,1448733.9752344396
11460,2151016.619316908
2817,4502563.199199202
10662,2921514.292978922
9273,2059025.74915481
219,1619533.1081693587
12943,2332429.64994689
1058,1952735.3375234657
788,1399387.5923385662
1160,1435798.7847212958
2653,2890133.3910784083
10599,4559202.027305055
5800,3545490.8736829683
131,4154594.69459254
3095,3492926.622144352
1823,2275429.4954182515
5447,3861284.659983227
12900,1001614.0576979324
1316,1939736.4397812341
319,1969463.156929684
10480,2050335.1477523316
574,1171488.0912592225
2822,2496110.302072351
9437,1850765.35399397
4272,3922519.5628661895
1782,2430908.8875212837
11922,1978585.0486444952
11326,1205272.7565674733
1804,2105957.135282474
2003,3169621.953989568
7570,3687948.975692694
9632,2914449.3980450933
74,2767053.3938471787
7627,1675968.133117075
11876,1409854.3594146227
1285,1767605.5667576948
2212,1814252.6615458855
2104,2515874.771002473
2659,2703054.411849092
1178,1773643.5510624137
3876,1250614.8227092545
677,1160328.1558919773
6856,1718955.573811433
4256,3193162.014799677
12061,1359435.1094429255
1948,1825401.6956917162
12461,4020789.6188186277
2673,2268910.337382165
11313,1841284.2904173713
2597,2169394.0096164774
457,977180.4883180413
1430,1251830.1460050852
8795,4120440.977790218
10465,1049473.515710875
9807,3229460.205998554
1936,1686914.7638863642
10108,1025691.5681044486
2310,1939033.6975677055
10840,2594218.6947653797
6251,1488043.3494389444
1811,4551800.762414147
12972,3183933.4467649315
12258,3853975.0785254566
1830,1094242.222781698
8947,2004065.6803289608
4771,1172954.6303250273
838,1374279.6455018066
2193,1117853.5982646716
11547,2165087.936221934
1058,2209775.60621851
4039,3131858.450266871
1462,1875485.0488746285
8680,1374361.9828360893
6921,3265544.596896422
1385,1111067.9626877145
410,1127168.1653325423
8002,2299709.804025653
10165,1679249.9939402367
351,1560942.0318210332
1135,950625.2126932364
3838,3413526.9831084074
1287,4032916.981376571
3704,1332097.441085775
11620,2208405.9908747557
5601,2402306.2764899707
429,2580592.2665046384
390,1189226.9860540496
100,1225942.0093824102
10524,2166641.9133573417
12626,1308628.591326149
3230,2392333.1808237475
9761,2331444.4409443834
7283,1941468.2561103092
1024,2055938.6434460015
204,1701401.6976077922
11060,1733770.2380691557
10291,1171408.5542228608
3743,2762699.087909435
2592,1618083.5451053854
9023,3353243.720942242
11890,2408738.5786949378
6321,2115682.1755667203
1635,2221723.335562178
1501,1395936.1432427776
11908,2923024.303457493
1103,2315278.8661600966
1706,1637037.1810102242
12992,2088953.3321708678
1679,1482056.3994799803
2914,3677159.0873934245
5886,3566604.5454819347
3309,2623468.146195209
9983,2509561.798960962
10866,3005534.9180219644
12463,2634148.7066292837
9921,1338749.4698274736
9528,2235824.334630415
8552,1203165.764782419
11997,4400943.206776585
8663,1548277.1121941244
4638,1666827.0391849675
247,1090910.4610925848
2111,1271686.756011497
2790,2645026.6609092536
1935,1523601.1700495938
7861,1416161.6296669054
8018,2827032.946510765
9560,1907985.0462669567
12985,1499268.6382079567
2944,1383663.6406786563
379,2177764.603451103
10391,2570733.155300343
2871,846243.7362090435
1077,3146040.5551585113
3339,2534568.6666343873
476,2180561.56703794
1235,940864.6316099807
2543,1050097.6053374438
50,2696572.8634662908
10897,3218004.2319894396
4624,2673765.164441754
1752,2286477.846217376
1490,2289550.2715084264
3539,944012.8482255716
11184,1395765.2109363582
3867,2082351.4290252028
609,1000731.2398101178
8666,1269315.4187163957
5641,2706017.905407797
1376,2288592.0093076415
11866,2815785.746372582
3832,1653456.739347368
3371,2452328.3972910745
327,1579857.9954453902
93,1741007.6922621727
2066,2102696.6563476236
1258,1720098.865884951
6068,1447438.9788023825
1106,1701795.5650366768
1010,3760361.567104756
175,2911718.718262503
9972,1271686.756011497
9963,2638950.886792734
12114,2668527.431187266
2204,1931747.2231081175
792,2734710.8178081135
288,1561315.70557237
1423,3475766.061183275
5514,1556280.3869587241
11875,2936413.1177242026
3955,3079615.010396798
6193,3092271.7404495426
7041,1467810.3817428832
3317,1068284.3251395717
784,3205310.7932113665
8629,1995487.127332683
8620,4264177.017954272
8103,3449968.680020217
2801,1494443.8730800757
8798,1669236.41594178
2569,1413998.9514919159
3005,1838480.6006388238
398,1312282.7747983567
5046,4146096.7018291666
4847,1419963.9959985164
4917,2316849.0656577824
615,2000109.69811808
3047,1126986.114547824
10407,2532594.258993672
6145,1352182.5390895796
1161,1428794.14458221
162,2193507.200641219
9438,3094189.8090726277
12852,2762551.52053741
6389,1920448.4093272456
8115,2104924.6359511735
7578,1829485.7163161798
1044,1160209.1350661493
1111,2225890.509519139
1394,1197478.0184909764
1311,3728389.471871394
5018,1581276.5988291677
4789,3933877.356497978
577,3023333.0027302094
5043,2029789.9984596346
1072,2709764.863518575
6541,2618920.447615974
7698,2826699.735896335
642,1090993.3147500716
6667,2316500.8908010568
6388,1447241.4005038254
3809,1732915.2835639534
8445,3068043.717144309
1045,2499597.500339545
9038,1754523.223026576
1431,1196277.727019871
2448,1631476.6386541296
3348,3159116.03985268
3412,1454911.7037069367
4478,1326885.039754574
10821,1817175.474402802
6759,2954678.291124176
5318,2513717.490268457
3322,1477535.898160233
1047,2739673.593383274
2272,2129583.291678283
8808,1034146.8521373771
6987,2775090.80668876
3031,1772058.9869947361
1372,2370155.387778835
11810,2301699.48487056
870,1645797.6256575666
5742,3973934.4032033174
1386,2070416.509740657
2266,947145.0739221991
4279,2538606.2201647176
1454,1272588.0323520435
903,2311477.622242674
6594,3015583.683294024
750,1289559.7025419835
142,2734608.043206803
12371,3797597.885747808
1617,1525863.0544030287
4640,1913476.9128847914
4569,1393761.4811781365
316,1507871.70221186
10926,3241717.9229752244
2374,1059445.034732728
12550,1252436.8441122703
709,3206441.0419006306
158,2265159.137229983
1429,1623304.7730074397
3854,2269076.6990337856
2863,1096614.0928462048
10621,1552851.2992428308
4289,2440111.616678691
6055,1726975.0487804476
9832,2600186.501858474
2693,2702929.388814087
7011,1514576.3931231275
2688,1630718.366470183
10259,3673929.3135809144
10235,1316419.4591396863
9786,2889203.927292132
3014,2887971.530844478
9434,1916434.2926434358
9764,2501117.120239158
2423,1950372.9645368895
651,1434891.768153514
3610,1623618.9306220682
1899,2100220.395045149
1063,1579857.9954453902
4294,1832779.7404702723
1422,2017745.6039519734
10612,1231439.4862236306
4837,1395303.797448127
4501,2713763.896425616
10549,2132430.9749867595
1114,1264207.7250171998
88,1649275.8756526937
7817,4556389.433566923
1980,2575707.675232423
1151,3382034.946537515
2404,1556791.998474787
4641,3090353.4371040026
2942,4398770.038726593
607,2354540.178458913
4293,2715312.7902048747
5274,1008287.5823466277
2701,2675504.967275442
445,1574242.1372481508
7846,2717916.4208681635
1138,2022967.1866195344
7784,1636800.3992944455
11617,3225543.0120471497
1483,1004726.1752164622
11159,1664623.5914661677
8513,1711032.2082763675
8892,1237872.9987301538
2759,2122564.9120969367
4645,1964104.4082703078
2505,1785960.3463099974
2017,1676168.3073840188
9450,3490546.4296223335
2271,1699431.009303693
2548,1515273.8501207058
541,2016543.009005422
2449,1659037.995626154
8912,1445881.8492023253
3996,1708088.931518612
3866,1359729.3935088548
2885,2466249.3999921354
2111,873537.912510342
95,2215353.096536538
3071,2288062.5154108317
10344,1353268.8433938117
160,1080984.0747002363
1039,1178369.3494810748
1306,2213907.4709243756
2725,1717798.9554868247
868,1175409.1228517538
11937,1384257.2089563145
2177,880386.8237342173
4366,1240496.4755144948
2742,3892136.5485733394
12845,3992036.301307551
624,3429032.2802972123
1659,3277563.518261746
6569,1165564.8875064296
179,1947263.184481565
12103,3063872.10395185
450,1765394.1740648227
5796,2069462.5745417576
2573,2982019.4099299135
4685,1637634.3300162056
1325,1272616.5317353636
2623,2056083.7610863203
3088,1040678.6868271412
8992,3413707.6984488475
9195,1664202.6186796497
2862,1185093.9466984072
4097,1439369.4943741204
12294,1330822.4689178823
1600,2471436.691500819
8716,2706840.022098977
11537,894327.8348481957
7663,1332608.0426731724
1206,1126162.7831466435
2184,2543762.9334217906
3525,3164377.3293811395
9221,3229739.2373869955
2166,912566.8149956414
3445,3095350.0620889184
2278,1998399.8485426605
4525,1478166.313172001
1354,2393593.8346539172
10348,3392040.5995715847
2023,2724256.9584252443
1672,1370648.1314477127
531,1262860.5053438274
2048,3072335.251840536
429,1341531.0227672656
9757,3714118.107226922
8636,1678292.8901691944
7959,3780955.9790937533
2886,1884904.0338576725
679,1394239.2066208632
1270,2028605.5472152154
1618,3287680.0335380672
1033,2190622.0474942145
4672,1449897.289247025
5523,1563882.5990054738
2398,2557180.517668884
1028,2413189.595961089
459,2711354.9437775095
11788,2018226.3070386606
3931,1916772.9265446207
410,1698469.135072164
721,3191234.006860924
1490,3695812.2141477596
2979,1202318.802889119
1967,1752182.7154418055
3898,1921197.597373369
929,2662599.640864642
398,2611673.10177145
3304,1211985.6755517966
2264,2384875.5139943147
5436,2688990.02247484
5225,2423378.6036613504
8587,3025829.262237934
4849,3754558.43450075
499,1125950.3283024768
1460,1975581.005945077
2464,974996.0977299649
2683,1967834.1826499738
9029,3759243.3062104313
3188,1764557.9023616726
1737,1065056.0706858244
549,3650608.7355081034
1390,957046.1694491148
10437,2907423.983380733
2787,1033431.9046922126
4062,3313980.500244552
777,1332097.441085775
5135,1832569.799083591
3521,1192670.1694844295
2750,1032929.9779382009
12286,2920507.1894198046
3857,2023892.3758606222
578,2460547.244513617
1944,2102402.63317106
3511,1803709.1757519033
3262,1384308.6890871087
1148,1309893.5577974347
11137,2637571.8617124697
2426,4243075.76129026
12440,1573423.970770836
2704,4344776.490683993
1222,1582045.1296260424
2707,1185707.8903828575
10643,2616762.7442766414
2534,1290133.2659943071
1777,1706808.9087178584
2331,1300254.9340109196
12938,3001042.6801103703
1139,1345527.3942210143
1636,1146494.97195269
3224,2963361.3509562183
5747,2522024.9064778974
604,3151709.363670964
1346,2552145.575327392
9891,2636523.5129218935
2653,2197755.274082863
10722,2388602.7682573004
2214,1254945.3505804779
8519,2362465.014547277
3869,2696055.788577822
780,1001614.0576979324
5483,2697138.6105041327
2495,2241915.414873291
251,1416778.9128697242
8327,3185499.8177062096
9610,2456779.617590325
2949,2036647.0199406897
3713,2598704.0809352933
2281,2439040.0704411548
1704,2140262.4574772897
2849,2090780.2417657713
11160,1250135.7059212122
5196,2663824.1253898
901,1715051.0968833677
2204,1013880.8874193394
2348,1017182.3004187059
11923,1849546.5310368736
3286,2019715.424840025
12299,1780845.548525522
1181,2706587.849806689
8251,1968171.8582155134
2897,1595329.8528131782
12548,1994375.4841717489
2794,852939.3285669967
2835,992941.0392697732
1115,2355539.0868175216
9351,1508610.1353677607
12288,3127831.5681014047
6764,1543343.4687912823
2009,3424832.2555134827
1484,911732.4794902658
12829,1718526.3156007708
610,899846.8530414279
2018,1113736.3826544157
8818,2678615.6842990145
2270,1307444.6613018585
7844,2455215.684027658
1755,1272856.5504047528
3485,1300482.3859381694
2501,1509534.2527217492
2953,1189116.1620489163
1395,712653.7517899958
2171,1177330.2774847038
687,1301616.6157228064
1644,2427031.551284897
1697,1652824.57807259
